GeneID,Chr,up,down,ori
CSS0015149,7,145312816,145313223,-
CSS0009188,7,145314508,145323706,-
CSS0049037,7,145428901,145431464,-
CSS0043163,7,145431520,145433277,-
CSS0012525,7,145493205,145494572,-
CSS0000551,7,145527576,145533654,+
CSS0028549,7,145546738,145548643,-
CSS0034202,7,145567025,145569312,-
CSS0002895,7,145629553,145637704,-
CSS0020383,7,145652713,145660589,+
CSS0004354,7,145665266,145669946,-
CSS0008290,7,145749913,145750389,-
CSS0034303,7,145773419,145774114,-
CSS0024258,7,145842597,145843556,+
CSS0009440,7,145978441,145978740,+
CSS0000008,7,145983762,145986845,+
CSS0012920,7,146174933,146179410,+
CSS0043827,7,146328964,146332233,-
CSS0034982,7,146381941,146382468,-
CSS0033025,7,146471984,146474565,+
CSS0027757,7,146479458,146480493,-
CSS0002933,7,146490073,146491015,+
CSS0029822,7,146529484,146542894,-
CSS0017736,7,146552866,146553859,-
CSS0005366,7,146623542,146624766,-
CSS0048207,7,146637599,146644257,-
CSS0005801,7,146646697,146647219,-
CSS0020944,7,146672760,146675299,-
CSS0017559,7,146697107,146701712,-
CSS0013446,7,146825909,146841385,+
CSS0045623,7,146842995,146846834,-
CSS0041046,7,146886602,146887450,-
CSS0006366,7,146900226,146901007,-
CSS0014781,7,146944143,146946098,-
CSS0017510,7,147132310,147153488,+
CSS0017699,7,147168197,147172576,-
CSS0015594,7,147196830,147197046,-
CSS0009158,7,147391427,147392558,-
CSS0007613,7,147456281,147457142,-
CSS0011490,7,147625602,147627730,+
CSS0005995,7,147744972,147754208,+
CSS0033017,7,147764389,147766827,+
CSS0007791,7,147898369,147898683,+
CSS0043309,7,147963405,147964841,+
CSS0005331,7,148050779,148053111,+
CSS0012066,7,148163076,148164903,-
CSS0023856,7,148306517,148307531,+
CSS0019528,7,148322004,148324815,+
CSS0019024,7,148532741,148537944,-
CSS0019679,7,148700040,148701422,-
CSS0038028,7,148708293,148708979,+
CSS0035018,7,148713483,148715613,+
CSS0003320,7,148885186,148885437,-
CSS0018368,7,149010818,149013930,+
CSS0042644,7,149031176,149031561,-
CSS0022067,7,149043412,149045718,+
CSS0011768,7,149057923,149058962,+
CSS0029244,7,149210487,149213502,+
CSS0034272,7,149239003,149241296,+
CSS0032722,7,149274433,149275702,-
CSS0000970,7,149391986,149392576,-
CSS0022264,7,149484855,149485789,-
CSS0014462,7,149680993,149683631,+
CSS0045415,7,149688690,149701536,-
CSS0005641,7,149747359,149767435,+
CSS0001230,7,149772207,149778782,+
CSS0011783,7,149796729,149798350,+
CSS0049160,7,149853568,149855019,-
CSS0013217,7,149916868,149917714,+
CSS0000755,7,149952044,149952347,+
CSS0006310,7,150213844,150214164,+
CSS0022014,7,150383440,150408274,-
CSS0032853,7,150779463,150779684,+
CSS0024910,7,150798093,150800677,-
CSS0048250,7,150816514,150824061,+
CSS0025520,7,150876817,150878954,+
CSS0037983,7,150887822,150925752,+
CSS0024314,7,150933008,150940482,-
CSS0031610,7,150950882,150954155,+
CSS0030194,7,150959479,150961879,+
CSS0047544,7,150962905,150973497,+
CSS0040829,7,150991619,150992065,+
CSS0000037,7,150992232,150993081,+
CSS0001533,7,151014239,151028819,+
CSS0014638,7,151028872,151031798,-
CSS0030170,7,151059951,151066690,-
CSS0000028,7,151242852,151243252,+
CSS0033829,7,151541738,151543331,-
CSS0023215,7,151589710,151590306,-
CSS0033762,7,151644031,151663377,+
CSS0008014,7,151901834,151910885,+
CSS0018674,7,152027079,152027414,+
CSS0025264,7,152048474,152062307,+
CSS0012343,7,152080258,152084183,-
CSS0031166,7,152098309,152099716,-
CSS0007208,7,152101523,152105055,-
CSS0045931,7,152109727,152118676,-
CSS0047626,7,152224150,152229442,+
CSS0002427,7,152349118,152350718,-
CSS0036466,7,152355806,152356849,-
CSS0049666,7,152371493,152372048,-
CSS0011485,7,152381470,152383559,+
CSS0018140,7,152384193,152396669,-
CSS0005371,7,152400479,152401994,-
CSS0026156,7,152469043,152470560,-
CSS0037630,7,152526003,152527683,-
CSS0037565,7,152537423,152537662,-
CSS0048229,7,152538061,152538711,-
CSS0032297,7,152552040,152552325,-
CSS0003980,7,152611489,152619665,-
CSS0005945,7,152644456,152646235,+
CSS0027358,7,152742664,152745505,-
CSS0026697,7,152762975,152763411,-
CSS0026069,7,152814637,152825036,-
CSS0038949,7,153025415,153027417,+
CSS0045557,7,153097175,153098128,+
CSS0037757,7,153128763,153133277,+
CSS0031158,7,153139054,153146544,-
CSS0023650,7,153201793,153202217,+
CSS0006044,7,153208466,153211934,-
CSS0001941,7,153230823,153231059,+
CSS0019711,7,153279907,153284657,+
CSS0036558,7,153378799,153380797,+
CSS0025021,7,153489058,153499855,+
CSS0009373,7,153501542,153515500,-
CSS0040422,7,153598280,153603460,+
CSS0028965,7,153718210,153719326,-
CSS0008403,7,153754095,153760041,-
CSS0040729,7,153814300,153815525,+
CSS0001625,7,153830733,153836042,+
CSS0009629,7,153854813,153856491,+
CSS0022266,7,153917134,153917430,+
CSS0040896,7,154023349,154037995,+
CSS0039533,7,154040311,154040587,+
CSS0048293,7,154045273,154046709,+
CSS0027249,7,154047308,154047638,+
CSS0048370,7,154055589,154055783,+
CSS0044268,7,154061846,154062818,+
CSS0012195,7,154066536,154073445,+
CSS0007238,7,154114512,154123065,+
CSS0003465,7,154135829,154143229,+
CSS0009087,7,154262961,154263677,+
CSS0004669,7,154266541,154275118,+
CSS0047786,7,154276959,154278447,-
CSS0008072,7,154347707,154350956,-
CSS0027087,7,154356464,154369682,-
CSS0012490,7,154607704,154611255,-
CSS0030518,7,154669859,154672950,-
CSS0022791,7,154704814,154707051,+
CSS0026725,7,154747760,154748582,-
CSS0026466,7,154765485,154769648,+
CSS0021488,7,154810706,154835336,+
CSS0030582,7,154968257,154981486,+
CSS0030706,7,154996149,154997455,-
CSS0023724,7,155026809,155027360,-
CSS0002695,7,155083712,155084458,+
CSS0041293,7,155103393,155104783,+
CSS0045725,7,155207834,155208289,+
CSS0032439,7,155220262,155221970,+
CSS0014477,7,155290160,155290841,+
CSS0005470,7,155325498,155340100,+
CSS0038597,7,155375525,155375749,-
CSS0044328,7,155452298,155452796,-
CSS0044293,7,155513830,155520000,-
CSS0044447,7,155521789,155523057,-
CSS0027366,7,155576447,155577193,-
CSS0002461,7,155590713,155593844,+
CSS0016109,7,155657674,155658968,+
CSS0031402,7,155773313,155773660,-
CSS0015788,7,155782278,155782454,+
CSS0050372,7,155785488,155791123,-
CSS0028578,7,155794397,155796125,-
CSS0045715,7,155797524,155813422,-
CSS0002718,7,155816458,155819198,+
CSS0039072,7,155895149,155936775,+
CSS0018324,7,155945398,155949808,+
CSS0045516,7,155958463,156007636,+
CSS0040928,7,155965460,155969521,+
CSS0003870,7,156014400,156021074,+
CSS0030770,7,156120980,156136072,+
CSS0008074,7,156137279,156141161,-
CSS0025165,7,156281030,156283050,+
CSS0007049,7,156286777,156290758,+
CSS0042469,7,156350978,156355668,+
CSS0033242,7,156374669,156378585,-
CSS0017657,7,156383183,156383485,-
CSS0014056,7,156521960,156524618,+
CSS0018772,7,156529874,156552078,+
CSS0023192,7,156552888,156556625,-
CSS0022672,7,156573590,156586338,-
CSS0012360,7,156644319,156646035,+
CSS0032236,7,156702002,156703633,-
CSS0040992,7,156745986,156749040,-
CSS0030358,7,156895168,156898223,-
CSS0005845,7,156966220,156974624,+
CSS0034158,7,156994207,156995977,-
CSS0026581,7,157000556,157002074,-
CSS0006365,7,157014843,157015340,-
CSS0036675,7,157033764,157068957,-
CSS0040473,7,157162549,157163068,-
CSS0016664,7,157166190,157167580,-
CSS0009380,7,157172312,157177070,+
CSS0027696,7,157223264,157228581,+
CSS0022775,7,157231005,157241726,-
CSS0044195,7,157248589,157254915,+
CSS0028755,7,157257595,157274677,-
CSS0018433,7,157306244,157311267,+
CSS0048418,7,157316245,157317087,-
CSS0037786,7,157339603,157340919,-
CSS0037534,7,157433630,157434270,+
CSS0022717,7,157434689,157437160,+
CSS0043100,7,157457481,157459106,-
CSS0023984,7,157487900,157506129,+
CSS0001277,7,157520677,157539029,-
CSS0013240,7,157566008,157567633,+
CSS0050500,7,157580235,157582703,-
CSS0007175,7,157583123,157583859,-
CSS0042120,7,157643934,157644233,-
CSS0009951,7,157697789,157705527,+
CSS0005369,7,157784549,157794265,+
CSS0015698,7,157822056,157825027,-
CSS0019764,7,157960017,157963555,-
CSS0028667,7,157994222,157994750,-
CSS0006472,7,157996261,157997193,-
CSS0020431,7,158218593,158234764,+
CSS0001543,7,158273894,158276562,-
CSS0033552,7,158304670,158306018,+
CSS0031141,7,158357257,158357785,-
CSS0043845,7,158360741,158361078,-
CSS0036398,7,158498014,158500870,-
CSS0020767,7,158532765,158535450,-
CSS0045803,7,158547860,158549644,+
CSS0008232,7,158549951,158551060,+
CSS0043952,7,158652449,158652977,-
CSS0050312,7,158684989,158687469,-
CSS0022614,7,158907280,158911471,-
CSS0013956,7,159003115,159008796,-
CSS0017806,7,159063700,159071977,+
CSS0012899,7,159121371,159133388,+
CSS0000608,7,159141685,159144386,-
CSS0019931,7,159182767,159189670,+
CSS0018257,7,159250306,159251740,-
CSS0036777,7,159422296,159423164,-
CSS0021590,7,159475780,159481242,+
CSS0019877,7,159483078,159486860,-
CSS0022169,7,159545650,159562222,-
CSS0010601,7,159568169,159573887,-
CSS0030131,7,159598566,159615750,-
CSS0026352,7,159626759,159628901,+
CSS0025451,7,159644413,159647135,-
CSS0036204,7,159706776,159710664,-
CSS0012121,7,159719366,159726614,-
CSS0025958,7,159746417,159752543,-
CSS0036124,7,159775645,159776371,+
CSS0046833,7,159794298,159796387,-
CSS0027563,7,159908975,159913667,+
CSS0037794,7,159933587,159938975,+
CSS0035676,7,160020285,160023737,-
CSS0020830,7,160144204,160147055,-
CSS0002899,7,160161056,160163917,-
CSS0030039,7,160196074,160201467,+
CSS0012749,7,160255936,160259858,+
CSS0027272,7,160318128,160325381,+
CSS0015341,7,160354901,160359991,+
CSS0014593,7,160361288,160368239,+
CSS0049059,7,160371225,160372091,-
CSS0018216,7,160383357,160384426,+
CSS0037961,7,160392985,160393722,-
CSS0028605,7,160394051,160401051,-
CSS0032105,7,160408876,160409759,+
CSS0023917,7,160494061,160521044,-
CSS0043697,7,160536068,160536469,+
CSS0025032,7,160562971,160564694,+
CSS0014805,7,160704118,160711517,+
CSS0048333,7,160715263,160716896,+
CSS0049723,7,160756496,160760365,+
CSS0036159,7,160761801,160766232,+
CSS0026062,7,160770239,160774386,-
CSS0007664,7,160832530,160832838,-
CSS0037420,7,160881520,160888983,+
CSS0048489,7,160892233,160897462,+
CSS0013656,7,160928815,160932607,+
CSS0020909,7,160934175,160938993,+
CSS0021944,7,160942994,160946501,-
CSS0038796,7,160999694,161000002,-
CSS0020223,7,161375433,161376002,-
CSS0048703,7,161386712,161388625,+
CSS0022137,7,161483930,161485302,+
CSS0018948,7,161493129,161495369,-
CSS0042617,7,161655266,161656978,-
CSS0040348,7,161704678,161705870,+
CSS0028764,7,161739690,161743845,-
CSS0038784,7,161971273,161974438,-
CSS0018517,7,161981038,161981229,+
CSS0008842,7,161982070,161984246,+
CSS0008247,7,161988744,161989337,-
CSS0032694,7,162014141,162014482,-
CSS0028246,7,162224185,162226154,-
CSS0003057,7,162530427,162537340,+
CSS0043020,7,162585545,162586513,-
CSS0025957,7,162628240,162628626,+
CSS0025877,7,162699191,162699577,+
CSS0009303,7,162746987,162748587,-
CSS0028815,7,162845680,162846438,+
CSS0031250,7,163298460,163301078,+
CSS0048720,7,163309657,163310688,-
CSS0019321,7,163315708,163316047,+
CSS0021176,7,163463279,163465595,+
CSS0011709,7,163465605,163473798,+
CSS0037014,7,164673104,164674074,+
CSS0049330,7,164703864,164709842,+
CSS0012863,7,164922622,164928632,-
CSS0048707,7,164931394,164932352,-
CSS0014601,7,164983319,164983619,+
CSS0021586,7,165070891,165071867,-
CSS0045652,7,165075483,165080536,+
CSS0048110,7,165178482,165183775,+
CSS0031416,7,165229540,165230600,-
CSS0040572,7,165408550,165408878,-
CSS0008145,7,165418593,165420462,+
CSS0034274,7,165420155,165423385,-
CSS0020410,7,165448596,165451907,+
CSS0039992,7,165458229,165459679,-
CSS0044792,7,165476454,165504689,+
CSS0050457,7,165506527,165506994,-
CSS0015233,7,165515657,165519719,+
CSS0007014,7,165521292,165521759,-
CSS0022074,7,165633050,165634675,-
CSS0047554,7,165776975,165779191,-
CSS0037501,7,165780469,165780970,-
CSS0006913,7,165798329,165815685,-
CSS0010967,7,165941289,165950704,-
CSS0023345,7,166018746,166032737,+
CSS0030220,7,166037292,166038771,-
CSS0031874,7,166112053,166130602,+
CSS0029278,7,166132318,166133868,-
CSS0015697,7,166140596,166145748,-
CSS0030546,7,166186314,166187793,+
CSS0038988,7,166189524,166202925,-
CSS0050057,7,166263270,166266119,+
CSS0018249,7,166318941,166328822,+
CSS0026523,7,166429614,166447354,+
CSS0030571,7,166460017,166468635,+
CSS0008315,7,166487850,166488208,+
CSS0028671,7,166489486,166491785,+
CSS0026287,7,166593388,166595013,+
CSS0034904,7,166838266,166839496,-
CSS0018877,7,167959430,167962772,+
CSS0009844,7,167964058,167966791,-
CSS0017382,7,168021694,168024235,-
CSS0043314,7,168234023,168260303,-
CSS0015972,7,168315236,168318315,+
CSS0031578,7,168452183,168460327,+
CSS0001839,7,168463327,168468494,-
CSS0016801,7,168574372,168580475,+
CSS0026953,7,168609787,168615911,+
CSS0027493,7,168657825,168668912,+
CSS0008060,7,168683803,168685832,-
CSS0037241,7,168717125,168718219,-
CSS0031340,7,168751952,168754393,+
CSS0008206,7,168754617,168755630,+
CSS0012818,7,168796873,168801208,-
CSS0002088,7,168822571,168823956,-
CSS0006705,7,168878823,168879543,+
CSS0028397,7,168887748,168893667,+
CSS0002932,7,168917958,168918566,-
CSS0022669,7,168923003,168924936,-
CSS0049376,7,168942025,168947099,+
CSS0034907,7,169021305,169024697,-
CSS0045843,7,169037483,169037689,-
CSS0043143,7,169081842,169084039,-
CSS0040378,7,169124242,169140864,+
CSS0019145,7,169195660,169197165,+
CSS0049968,7,169209580,169215594,+
CSS0025715,7,169224469,169224897,+
CSS0028867,7,169227707,169230660,-
CSS0016329,7,169259035,169260442,-
CSS0020654,7,169329022,169342785,-
CSS0016556,7,169491458,169493994,+
CSS0041072,7,169494645,169500235,-
CSS0004335,7,169522165,169524523,-
CSS0022417,7,169535938,169541500,+
CSS0020590,7,169577148,169578103,-
CSS0004556,7,169593853,169597156,-
CSS0025670,7,169669761,169670216,-
CSS0039294,7,169945868,169946692,-
CSS0022712,7,170031113,170034398,-
CSS0021747,7,170182437,170185164,+
CSS0009516,7,170353919,170354884,+
CSS0044309,7,170810893,170812182,-
CSS0020969,7,170839401,170841313,-
CSS0016908,7,170879458,170881380,+
CSS0035516,7,170882224,170886952,+
CSS0003512,7,170966744,170971766,+
CSS0004931,7,171071851,171076936,+
CSS0043865,7,171129148,171133514,+
CSS0012637,7,171135638,171144296,+
CSS0001176,7,171147486,171149709,-
CSS0041965,7,171164538,171165869,+
CSS0037833,7,171167237,171168965,+
CSS0005394,7,171168978,171171027,+
CSS0050156,7,171251603,171252367,+
CSS0032932,7,171254133,171254480,-
CSS0001076,7,171257362,171268644,-
CSS0017889,7,171281199,171281695,+
CSS0008780,7,171282581,171283808,+
CSS0027508,7,171284056,171284807,+
CSS0043584,7,171294721,171300118,+
CSS0009035,7,171307553,171308779,+
CSS0001512,7,171317268,171324151,-
CSS0033283,7,171355945,171360508,-
CSS0038684,7,171391018,171400424,+
CSS0043671,7,171400982,171406759,-
CSS0013391,7,171412248,171412725,-
CSS0012445,7,171427484,171430584,-
CSS0045929,7,171662480,171666802,+
CSS0016373,7,171711293,171711864,-
CSS0037839,7,171837746,171839842,+
CSS0049923,7,171873044,171874851,+
CSS0001759,7,171877268,171893048,+
CSS0044230,7,171964851,171971635,+
CSS0038150,7,171999479,172001965,+
CSS0034028,7,172039951,172050395,+
CSS0004722,7,172051497,172052126,-
CSS0038907,7,172052322,172052844,-
CSS0040854,7,172206856,172207488,+
CSS0046541,7,172304597,172305086,-
CSS0033847,7,172498198,172498830,+
CSS0001548,7,172599575,172599960,+
CSS0022466,7,172662487,172663304,+
CSS0030727,7,172716323,172717905,-
CSS0040025,7,172768235,172772856,+
CSS0040841,7,172773893,172781275,-
CSS0001453,7,172846790,172847077,-
CSS0031955,7,172883313,172884323,-
CSS0023442,7,172899689,172901217,-
CSS0011405,7,172904454,172908204,+
CSS0045579,7,172935409,172936522,-
CSS0045151,7,172939695,172940746,-
CSS0031532,7,172941464,172947653,-
CSS0041625,7,173044161,173049095,+
CSS0002634,7,173049141,173050878,+
CSS0045186,7,173051556,173065379,+
CSS0017893,7,173067457,173069517,-
CSS0024002,7,173070319,173070819,-
CSS0022637,7,173097113,173098296,-
CSS0049147,7,173118992,173119378,-
CSS0046998,7,173144094,173147018,-
CSS0010184,7,173148171,173149378,-
CSS0024367,7,173149679,173154615,-
CSS0012674,7,173223988,173229778,+
CSS0011043,7,173230692,173231726,+
CSS0001843,7,173235195,173235955,+
CSS0010465,7,173264888,173268488,-
CSS0017217,7,173311500,173311787,+
CSS0014019,7,173356998,173357374,+
CSS0026144,7,173370503,173370820,+
CSS0002673,7,173371096,173371299,+
CSS0009096,7,173376911,173391129,+
CSS0022155,7,173396259,173404665,+
CSS0018627,7,173412548,173412982,+
CSS0009006,7,173487501,173488300,+
CSS0029426,7,173489713,173491772,+
CSS0046312,7,173500033,173501846,+
CSS0040924,7,173555674,173557228,+
CSS0021137,7,173681790,173691073,+
CSS0016358,7,173695017,173702857,-
CSS0030367,7,173747818,173748252,-
CSS0018149,7,173759019,173759498,-
CSS0002690,7,173827861,173840073,+
CSS0042605,7,173847059,173851706,+
CSS0021603,7,173852532,173853861,-
CSS0036184,7,173855765,173861115,-
CSS0029571,7,173921808,173930332,-
CSS0049876,7,173964438,173978759,-
CSS0019212,7,174000800,174001426,-
CSS0043798,7,174007729,174022507,+
CSS0006896,7,174029925,174037950,+
CSS0003401,7,174038870,174040199,-
CSS0012239,7,174041741,174045644,-
CSS0008850,7,174104778,174108618,+
CSS0039329,7,174109908,174112192,-
CSS0008262,7,174115149,174115753,-
CSS0011379,7,174127452,174127867,-
CSS0019081,7,174143850,174146291,+
CSS0033495,7,174147646,174148680,-
CSS0025713,7,174152806,174153410,-
CSS0022164,7,174161726,174162141,-
CSS0013210,7,174167184,174174905,+
CSS0007223,7,174177252,174178824,-
CSS0014988,7,174336349,174337425,+
CSS0025805,7,174389565,174390062,-
CSS0011138,7,174489263,174490567,+
CSS0046287,7,174538684,174545376,-
CSS0021725,7,174656586,174665621,+
CSS0047109,7,174689133,174691932,+
CSS0003941,7,174709510,174710425,-
CSS0003069,7,174818978,174820449,+
CSS0043428,7,174821042,174822657,-
CSS0027071,7,174822772,174826062,+
CSS0048732,7,174867397,174870184,+
CSS0011326,7,174870502,174871151,+
CSS0038629,7,174871441,174872856,+
CSS0030487,7,174874839,174875529,+
CSS0036199,7,174878318,174881211,+
CSS0034081,7,174884414,174903588,+
CSS0000610,7,174923340,174926920,-
CSS0038903,7,175039420,175043455,+
CSS0002719,7,175047320,175060149,-
CSS0031252,7,175062606,175071076,-
CSS0023253,7,175157570,175166017,+
CSS0007183,7,175167362,175173915,-
CSS0002836,7,175391796,175398189,+
CSS0007783,7,175403217,175409989,-
CSS0010358,7,175419779,175420030,-
CSS0010267,7,175424846,175426493,+
CSS0003905,7,175551110,175551493,-
CSS0047247,7,175695069,175696046,-
CSS0046051,7,175736531,175739398,+
CSS0032222,7,175841408,175844863,+
CSS0024656,7,175878362,175879420,-
CSS0000184,7,176008001,176040415,-
CSS0022447,7,176086285,176101264,+
CSS0014155,7,176200554,176202781,-
CSS0037238,7,176256140,176258834,+
CSS0001703,7,176261794,176263994,+
CSS0034140,7,176348714,176350278,+
CSS0009003,7,176377370,176378431,+
CSS0000788,7,176483029,176483775,-
CSS0032801,7,176609170,176609553,-
CSS0006442,7,176813923,176814282,-
